region,spotify_uri,artist,title,original_lang,dominant_emotion,emotion_love,emotion_angst,emotion_joy,emotion_heartbreak,emotion_empowerment,emotion_party,emotion_despair,emotion_hope,emotion_nostalgia,emotion_solitude,emotion_passion,emotion_relaxing
USA,2hnMS47jN0etwvFPzYk11f,Sublime,Santeria,en,love,0.9939,0.8545,0.6332,0.9443,0.8846,0.3464,0.235,0.9201,0.6414,0.5328,0.9331,0.3046
USA,7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),es,passion,0.6668,0.4581,0.2961,0.1531,0.3036,0.2386,0,0.2308,0.661,0,0.7901,0.1711
USA,32sx78QsGg6pKXn42XvF9L,Red Hot Chili Peppers,Scar Tissue,en,solitude,0.7244,0.9574,0,0.9692,0.5486,0,0.781,0.1077,0.6595,0.9857,0.8663,0
USA,0bxPRWprUVpQK0UFcddkrA,Kehlani,Folded,en,angst,0.7756,0.9163,0.2658,0.8268,0.85,0.3562,0.5483,0.639,0.5228,0.6549,0.7795,0.2832
USA,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,en,love,0.9854,0.4416,0.7236,0.4326,0.6979,0.5151,0.1167,0.541,0.947,0.1455,0.8393,0.761
USA,2za9t2qpWyUpIhnJcwopPt,Luke Combs,Sleepless in a Hotel Room,en,solitude,0.7256,0.959,0.2185,0.9387,0.4122,0.1661,0.83,0.2934,0.8667,0.9874,0.6757,0
USA,04emojnbYkrRmv5qtJcgVP,"Morgan Wallen, Tate McRae",What I Want (feat. Tate McRae),es,empowerment,0.5582,0.382,0.3257,0.4843,0.7777,0.4181,0.2527,0.4456,0.4316,0.2816,0.759,0.5337
USA,45Z3m6yazmAi4jZuW0tzW0,Harry Styles,Aperture,en,love,0.9935,0.4359,0.3304,0,0.9741,0.2397,0,0.4798,0.1177,0,0.938,0
USA,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,en,heartbreak,0.4942,0.9488,0,0.9749,0.4171,0.3375,0.8462,0.4413,0.9248,0.6408,0.5581,0.1456
USA,03auLpFLdCv4HozP4pQseu,Don Toliver,ATM,en,angst,0.105,0.9804,0.1176,0.5705,0.7988,0.3829,0.6139,0,0.4546,0.5453,0.8618,0
USA,5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),en,angst,0.2067,0.9549,0,0.2534,0.3941,0.9485,0.3642,0,0.6977,0.1248,0.6828,0
USA,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,en,angst,0,0.9317,0,0.4135,0.6069,0.4144,0.4665,0.2635,0.2636,0.2771,0.6578,0
USA,0COqiPhxzoWICwFCS4eZcp,Evanescence,Bring Me To Life,en,despair,0.8555,0.898,0.1765,0.9286,0.8567,0.2894,0.9519,0.8458,0.3166,0.9197,0.5725,0
USA,7FudQLDIYCX6F7ruexVn2X,Ella Langley,Dandelion,en,other,0.6216,0.6395,0.444,0.1978,0.8472,0.1362,0.1287,0.571,0.7162,0.864,0.5664,0.5466
USA,59c2xv2kMzYM6HR9oY6BIa,Malcolm Todd,Sweet Boy,en,solitude,0.5201,0.871,0,0.6091,0.7314,0.2622,0.4198,0.3702,0.5846,0.9878,0.5683,0.3896
USA,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,en,nostalgia,0,0.4904,0,0.1268,0.336,0,0.3289,0.1006,0.719,0.2071,0.2543,0.1436
USA,5BZsQlgw21vDOAjoqkNgKb,Justin Bieber,DAISIES,en,love,0.9948,0.9709,0.4304,0.9445,0.5175,0.471,0.5715,0.6676,0.6754,0.1338,0.9818,0
USA,0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,en,relaxing,0,0.9096,0,0,0.1263,0.2663,0.3915,0,0.3798,0,0.2869,0.9307
USA,4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,en,heartbreak,0,0.9271,0,0.9611,0.1061,0,0.9005,0,0,0.8243,0.1272,0
USA,4Z5KKoBGxpJo8YbDcGQXd5,"Don Toliver, Rema",Secondhand (feat. Rema),tr,love,0.9763,0.8693,0.3592,0.5569,0.7293,0.7188,0.3408,0.3896,0.4975,0,0.9475,0
USA,43iIQbw5hx986dUEZbr3eN,Laufey,From The Start,en,heartbreak,0.862,0.9748,0,0.984,0.4086,0.147,0.909,0.2392,0.3696,0.9832,0.8276,0
USA,0TlcczkVTGpinpkGJpT81L,Twenty One Pilots,Drag Path,en,despair,0,0.9935,0,0.9889,0,0.143,0.9939,0,0.5545,0.2211,0.3424,0
USA,5oO3drDxtziYU2H1X23ZIp,Rihanna,Love On The Brain,en,love,0.9898,0.9323,0.598,0.9226,0.8296,0.2734,0.3572,0.5985,0.2609,0,0.9625,0
USA,6d9Cs2D2RSIl9c0ulgnFe8,Don Toliver,Gemstone,en,solitude,0.1147,0.9837,0.1529,0.8939,0.5598,0.6474,0.9251,0.1166,0.6237,0.9982,0.8762,0
USA,0uxSUdBrJy9Un0EYoBowng,Lil Uzi Vert,20 Min,en,angst,0.3074,0.8282,0.1016,0.3514,0.6292,0.4369,0.2033,0,0.3914,0.2085,0.7355,0
USA,0UHB9METy4VCXNgkcGqHqS,Rihanna,Kiss It Better,en,angst,0.9376,0.9749,0.5082,0.9477,0.8375,0.5704,0.8641,0.6985,0.7753,0.4939,0.9325,0.4789
USA,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,en,nostalgia,0.9435,0.6113,0.6451,0.2618,0.7839,0.171,0.324,0.2526,0.9687,0.3033,0.6411,0.5067
USA,2YiCMmONQcoMPX2bV1LxE0,Tears For Fears,Everybody Wants To Rule The World,en,angst,0.5453,0.9351,0.1638,0.8395,0.8466,0.1081,0.7894,0.1233,0.2655,0.2039,0.6641,0
USA,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,en,heartbreak,0.5162,0.777,0.2179,0.7872,0.7526,0.1325,0.4148,0.1271,0.7829,0,0.4911,0
USA,2uwnP6tZVVmTovzX5ELooy,"J. Cole, Miguel",Power Trip (feat. Miguel),fr,angst,0.4838,0.9349,0,0.6728,0.7911,0.6182,0.279,0.2523,0.6157,0.4545,0.7835,0
USA,5AEOqLsRJFAoSS4ay4Jzao,Nirvana,Come As You Are,en,nostalgia,0.1234,0.8842,0.2107,0.2531,0.8893,0.4083,0.5223,0.3984,0.9701,0.8562,0.6818,0.5832
USA,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,en,solitude,0.8608,0.8938,0.5974,0.5131,0.8847,0.3391,0.2856,0.7436,0.9716,0.9892,0.8856,0.3357
USA,2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,en,passion,0.9096,0.8818,0.3231,0.3586,0.8154,0.5758,0,0.7319,0.5918,0.2859,0.979,0.1354
USA,0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,en,love,0.9948,0.5388,0.779,0.3547,0.958,0.5092,0.1987,0.8917,0.7207,0.354,0.9348,0.3571
USA,2M38X60UJnupGPbFTkVPNQ,Brooks & Dunn,Neon Moon,en,solitude,0.7942,0.9227,0,0.9702,0.4302,0.5048,0.8929,0.2777,0.8878,0.9856,0.4868,0.2834
USA,583dMdiUquLMenarTp7PQm,Morgan Wallen,Last Night,en,heartbreak,0.9734,0.9495,0.4352,0.9744,0.7974,0.7239,0.6725,0.9087,0.9169,0.5589,0.9657,0.1663
USA,3VW6HJYa5l0uzGcCRA222P,Baby Keem,Ca$ino,en,angst,0,0.9423,0.1117,0.8384,0.6294,0.3172,0.6581,0,0.4282,0.6014,0.6295,0
USA,3fjmSxt0PskST13CSdBUFx,Linkin Park,Somewhere I Belong,en,solitude,0.1744,0.7904,0.1099,0.7215,0.5813,0.2588,0.7664,0.6467,0.119,0.9622,0.558,0.1373
USA,5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,en,passion,0,0.9925,0.1778,0.6994,0.8229,0.7284,0.4494,0,0.3539,0.8477,0.9969,0
USA,4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,en,despair,0.7871,0.839,0.1878,0.7909,0.5503,0.4483,0.8924,0.2095,0.6704,0.338,0.507,0.7625
USA,7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,Thinkin Bout You,en,angst,0.1793,0.6996,0,0.5722,0.1775,0,0.448,0,0.5889,0,0.3376,0
USA,3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,en,heartbreak,0.6975,0.924,0.2305,0.9913,0.4657,0.6808,0.846,0.8786,0.4814,0.9909,0.8973,0
USA,2XHzzp1j4IfTNp1FTn7YFg,"Lil Wayne, Drake, Future",Love Me,en,empowerment,0.7814,0.8105,0.5437,0.5398,0.9382,0.6047,0.3391,0.5608,0.6491,0.3486,0.8959,0.4564
USA,4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,en,empowerment,0.5918,0.8428,0.2843,0.1635,0.8765,0.2877,0.2193,0.8494,0.2515,0,0.8579,0.121
USA,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,en,love,0.994,0.6781,0,0.5241,0.2731,0.395,0.2053,0,0.1686,0.1797,0.937,0
USA,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,Fade Into You,en,other,0.2056,0.7607,0,0.8337,0.5468,0.1832,0.4791,0,0,0.7538,0.7077,0
USA,19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,en,solitude,0.2569,0.8983,0,0.4877,0.3982,0,0.1695,0.1481,0.3989,0.9576,0.6844,0.2395
USA,6Jv7kjGkhY2fT4yuBF3aTz,Jeff Buckley,"Lover, You Should've Come Over",en,solitude,0.9835,0.97,0.184,0.9794,0.4748,0.322,0.9184,0.4831,0.9158,0.9973,0.9214,0.2203
USA,2Ui2JtVjnbHZuExldryCOA,Julia Wolf,In My Room,en,heartbreak,0.6281,0.9796,0,0.9856,0.3718,0,0.8874,0,0.952,0.9262,0.934,0
USA,5vPUv0xziXbV4lnWeVNXNq,Malcolm Todd,Roommates,en,solitude,0.8769,0.9215,0,0.9009,0.3294,0.3803,0.7792,0,0.2352,0.9511,0.7176,0
USA,6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,Kryptonite,en,angst,0.5257,0.9139,0,0.83,0.7345,0.1133,0.7718,0.3525,0.2625,0.4201,0.4801,0.8488
USA,3Gn1zuHNLtGuGEOXwq0k7e,Chris Stapleton,Think I'm In Love With You,en,love,0.9854,0.8093,0.208,0.4742,0.9581,0.2582,0,0.6024,0.5635,0.1484,0.9152,0
USA,2fuYa3Lx06QQJAm0MjztKr,Radiohead,Let Down,en,despair,0,0.9145,0,0.9029,0,0,0.9884,0.2433,0.1138,0,0.2395,0
USA,1HbzxLqpNVPdiBXvpC7Ovb,The Red Clay Strays,Wondering Why,en,love,0.981,0.9492,0.7752,0.448,0.8473,0.1855,0.2348,0.893,0.8285,0.5412,0.9595,0.5813
USA,29iva9idM6rFCPUlu7Rhxl,Justin Bieber,YUKON,en,love,0.9709,0.7859,0.3229,0.7268,0.8534,0.2086,0.1629,0.3944,0.9146,0,0.8701,0.2891
USA,3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,en,nostalgia,0.5511,0.9109,0,0.939,0.3218,0,0.7488,0.6487,0.9529,0.9186,0.5338,0
USA,0YsIYFRoxkmEvbKCwTp0Tg,Morgan Wallen,20 Cigarettes,en,heartbreak,0.3272,0.4352,0.3484,0.8587,0.6759,0.3958,0,0.1297,0.8375,0.2136,0.843,0
USA,6rY5FAWxCdAGllYEOZMbjW,Joji,SLOW DANCING IN THE DARK,en,angst,0.3048,0.9515,0,0.7674,0.2713,0.1322,0.7332,0,0.2716,0.4742,0.8773,0
USA,6ojiTSzyv2qPMWqyhUKAqz,Red Hot Chili Peppers,Can't Stop,en,other,0.5024,0.8502,0.3661,0.4877,0.7188,0.604,0.1944,0.6139,0.5322,0.119,0.7311,0
USA,3cPoiK69oQ1SdbB2j2ulGm,Olivia Dean,The Hardest Part,en,heartbreak,0.9447,0.9381,0.1452,0.9692,0.7016,0.5013,0.8836,0.6023,0.6947,0.8513,0.7922,0
USA,7fEoXCZTZFosUFvFQg1BmW,King Von,Took Her To The O,en,angst,0,0.8952,0,0.293,0.8033,0.521,0.3614,0,0,0.1362,0.8429,0
USA,1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,en,love,0.8926,0.8669,0.2204,0.774,0.7383,0.502,0.7488,0,0.2451,0.6507,0.7096,0.1045
USA,2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),en,passion,0.9546,0.7196,0.5965,0,0.9278,0.5509,0,0.4733,0.715,0.2752,0.9602,0.2884
USA,2GHKo6nrSjruvBEQbzD7Fw,Don Toliver,Tiramisu,en,passion,0.7349,0.9194,0.2241,0.8442,0.6708,0.494,0.761,0.2312,0.4785,0.3736,0.9454,0.2058
USA,59dLtGBS26x7kc0rHbaPrq,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),pt,love,0.899,0.2914,0.2967,0,0.6866,0.1892,0,0.1569,0.3668,0.4004,0.7639,0.1472
USA,1zM8S2pnIclcdTmrfFnWtX,Hudson Westbrook,House Again,en,solitude,0.8547,0.9779,0.2299,0.9789,0.813,0.7837,0.9649,0.2153,0.9532,0.9976,0.7475,0.1414
USA,736PP5LTtREkDgktNmX3Gu,Daniel Caesar,Superpowers,en,empowerment,0.6075,0.4945,0.4682,0,0.9564,0.323,0,0.3655,0.2423,0,0.5865,0.1617
USA,5sHeIGDbdzw8DeO57XZKIy,"Baby Keem, Kendrick Lamar, Momo Boyd",Good Flirts (feat. Kendrick Lamar & Momo Boyd),pt,angst,0.4917,0.9223,0.2327,0.4424,0.5161,0.2365,0.1372,0.1867,0.799,0.1375,0.6034,0
USA,5yvVYFDUpbnjcnRBgjwTzM,"Tame Impala, JENNIE",Dracula - JENNIE Remix,en,other,0.4231,0.4759,0.1757,0.2745,0.4155,0.2749,0.185,0.4762,0.4354,0.2977,0.4646,0
USA,1QFh8OH1e78dGd3VyJZCAC,The Cure,Boys Don't Cry,en,heartbreak,0.8953,0.7318,0.2356,0.9548,0.5083,0.4366,0.6763,0.2409,0.2992,0.7519,0.569,0.2355
USA,1dByUyyoRKL99fJJ6VCQzb,Tate McRae,TIT FOR TAT,en,heartbreak,0.9176,0.9635,0,0.978,0.4757,0.9539,0.9324,0,0.5454,0.9001,0.8796,0.1357
USA,0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),tr,angst,0,0.9616,0.1089,0.7618,0.6391,0.2819,0.6565,0,0.1543,0.1906,0.8797,0
USA,5rb9QrpfcKFHM1EUbSIurX,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),de,passion,0.3574,0.71,0.2241,0,0.6238,0.7149,0,0.2156,0.2708,0,0.8218,0
USA,36vmaZyO0iAE6FZ7287fg2,Olivia Dean,Dive,en,angst,0.8528,0.9267,0.2037,0.4768,0.8069,0.6,0.5223,0.5314,0.199,0,0.7698,0.4078
USA,2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,fr,angst,0.2993,0.8562,0,0.7008,0.4665,0.2728,0.397,0.2783,0.3944,0.4648,0.7797,0
USA,1uvyZBs4IZYRebHIB1747m,Prince,Purple Rain,en,heartbreak,0.8175,0.7729,0.1216,0.8797,0.6696,0.4701,0.3375,0.2168,0.8411,0.5654,0.7803,0.4464
USA,0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,en,heartbreak,0.904,0.9654,0.1958,0.9734,0.5055,0.3597,0.8734,0.385,0.383,0.1395,0.8866,0
USA,57TEkZN3f84tFJFHFrD4pO,Morgan Wallen,Whiskey Glasses,en,heartbreak,0.3112,0.9115,0,0.9941,0.3382,0.6351,0.957,0,0.3664,0.4016,0.4853,0.3615
USA,4O2rRsoSPb5aN7N3tG6Y3v,Noah Kahan,Northern Attitude,en,solitude,0,0.9166,0,0.7502,0.2902,0.1058,0.8158,0,0.2175,0.9717,0.1729,0.3105
