rank,artist,title,region,spotify_uri,dominant_emotion,dominant_score,low_confidence,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
72,张远,嘉賓,Taiwan,5jAmIkIpskwu2hRz2YaEHi,longing,0.7687,False,0.6875,0.7687,0.0134,0.488,0.4197,0.1832,0.0535,0.4905,0.3013,0.173
73,CORTIS,FaSHioN,Taiwan,4ecdsGz3Hg6TKPwQ0ZOdJz,sensual,0.9118,False,0.2745,0.7023,0.4878,0.1213,0.0387,0.0141,0.6588,0.0634,0.9118,0.1231
74,Taylor Swift,Opalite,Taiwan,3yWuTOYDztXjZxdE2cIRUa,longing,0.9771,False,0.877,0.9771,0.3817,0.9059,0.6742,0.47,0.3451,0.7843,0.9201,0.0434
76,sombr,back to friends,Taiwan,7qjZnBKE73H4Oxkopwulqe,longing,0.9915,False,0.79,0.9915,0.004,0.9494,0.8967,0.6063,0.0347,0.619,0.9897,0.0739
77,BABYMONSTER,DRIP,Taiwan,1MUZitHRpmng5NevrvNx4T,sensual,0.8909,False,0.0857,0.4563,0.4605,0.0038,0.0058,0.0045,0.7185,0.0289,0.8909,0.2794
79,Olivia Dean,So Easy (To Fall In Love),Taiwan,6sGIMrtIzQjdzNndVxe397,love,0.9898,False,0.9898,0.9051,0.338,0.0055,0.0048,0.0008,0.6412,0.0288,0.9288,0.001
81,Sam Lee,手放開,Taiwan,2Dd9EXYXI2NNrLG61OtWQv,longing,0.9375,False,0.2866,0.9375,0.1641,0.7464,0.7885,0.7204,0.0598,0.8722,0.902,0.5245
82,Kenshi Yonezu,IRIS OUT,Taiwan,59hVbgr8rfYkDbHfr8RcGI,love,0.9957,False,0.9957,0.9809,0.2118,0.8867,0.2761,0.1096,0.0111,0.016,0.9668,0.0593
83,CORTIS,"Mention Me - From The Movie ""GOAT""",Taiwan,3f0OEJd7mlPNhmH3fUOrqy,anger,0.8878,False,0.0318,0.7683,0.0032,0.6048,0.7104,0.6404,0.0144,0.5864,0.5802,0.8878
84,F.I.R.,月牙灣,Taiwan,1b5IRT3iraxjHOsKZx93sW,hope,0.9567,False,0.8455,0.8993,0.4027,0.279,0.2611,0.1046,0.9567,0.2885,0.7728,0.2729
85,"Lady Gaga, Bruno Mars",Die With A Smile,Taiwan,7so0lgd0zP2Sbgs2d7a1SZ,longing,0.9904,False,0.9841,0.9904,0.066,0.8646,0.7249,0.1239,0.0252,0.377,0.7301,0.0101
86,ILLIT,Magnetic,Taiwan,1aKvZDoLGkNMxoRYgkckZG,love,0.982,False,0.982,0.9654,0.6208,0.0033,0.0046,0.0012,0.5353,0.0193,0.9644,0.0209
88,ROSÉ,number one girl,Taiwan,1lcBt7LoEikqYmhUoa2cez,longing,0.9843,False,0.7665,0.9843,0.0082,0.0195,0.0086,0.0117,0.285,0.9738,0.4106,0.0018
90,David Tao,就是愛妳,Taiwan,73eCSQ1DxQbaOnzy8PhKx3,love,0.9759,False,0.9759,0.8938,0.8636,0.0129,0.0331,0.0048,0.7163,0.0885,0.6782,0.0053
91,Joker Xue,其实,Taiwan,6Mmdzst5fLkrKjhdkGhLpe,love,0.9801,False,0.9801,0.8201,0.0509,0.2482,0.1001,0.035,0.0694,0.1737,0.449,0.0788
93,Hearts2Hearts,FOCUS,Taiwan,6jYiHr12NVKLzn0X7K8aSK,sensual,0.9855,False,0.9643,0.9777,0.8359,0.0343,0.1131,0.0942,0.2149,0.8737,0.9855,0.0981
95,Amazing Show,偷偷愛,Taiwan,0L7R4dmkwk46DEZgqx1fF7,lonely,0.9891,False,0.6495,0.9687,0.0237,0.7518,0.5326,0.2423,0.1311,0.9891,0.4751,0.181
96,"Disney, Shakira",Zoo,Taiwan,3vJIaiTIHxHhYafTSPNiH4,love,0.91,False,0.91,0.4289,0.9005,0.0022,0.0029,0.0028,0.548,0.0385,0.8979,0.0841
97,Fish Leong,慢冷,Taiwan,3NNDJfWMGHuNpvHWTImmlW,despair,0.7844,False,0.1547,0.7263,0.0093,0.7772,0.7,0.7844,0.031,0.7715,0.7095,0.5727
100,aespa,Rich Man,Taiwan,1sUjTLLCJzcxC15GUBrOlg,joy,0.9077,False,0.2799,0.5366,0.9077,0.0478,0.0347,0.0356,0.5089,0.3537,0.9019,0.1735
101,F.I.R.,我們的愛,Taiwan,0Q4YuuiCuxIIKUw2fb1cmV,longing,0.9832,False,0.9605,0.9832,0.8256,0.8675,0.8858,0.7974,0.793,0.8915,0.9602,0.8745
102,Crowd Lu,愚人節快樂,Taiwan,3bQeHxH1x4pVUfsRpuLAlH,heartbreak,0.9974,False,0.9192,0.9493,0.0002,0.9974,0.9887,0.7646,0.0001,0.9709,0.325,0.0109
103,JOLIN,妥協,Taiwan,0m1cI6aV1jq537JamnL592,lonely,0.8982,False,0.5309,0.7987,0.3438,0.6022,0.5394,0.6435,0.2789,0.8982,0.5035,0.6669
105,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Taiwan,4WFfPxJv1KRekG6mxn837K,longing,0.9919,False,0.9874,0.9919,0.0984,0.3856,0.1207,0.0866,0.1098,0.3491,0.9802,0.0155
106,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),Taiwan,2HRgqmZQC0MC7GeNuDIXHN,sensual,0.718,False,0.603,0.6753,0.1263,0.2089,0.0885,0.0798,0.3859,0.1256,0.718,0.0652
107,Andrew Tan,天后,Taiwan,4D0KlK4Fl8lotvsoys1bYQ,longing,0.992,False,0.9723,0.992,0.0266,0.973,0.5638,0.3123,0.1851,0.9299,0.7682,0.3273
108,TWS,OVERDRIVE,Taiwan,5qAfVxNUxjrELshgTpWxLf,heartbreak,0.9403,False,0.3725,0.9279,0.0087,0.9403,0.8739,0.9383,0.0365,0.5696,0.563,0.8771
109,Billie Eilish,BIRDS OF A FEATHER,Taiwan,6dOtVTDdiauQNBQEDOtlAB,love,0.985,False,0.985,0.961,0.0506,0.6862,0.769,0.1221,0.0691,0.6864,0.6364,0.0583
110,Wu Bai,淚橋,Taiwan,0NAcDn6U2GB2Arhspmh38S,love,0.9445,False,0.9445,0.9106,0.592,0.4662,0.4667,0.1913,0.6175,0.8947,0.9407,0.4914
111,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),Taiwan,5doooVlMVRZztQbySqARMI,longing,0.9921,False,0.8631,0.9921,0.7928,0.2916,0.3171,0.0109,0.8797,0.9676,0.8583,0.1665
112,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Taiwan,567e29TDzLwZwfDuEpGTwo,despair,0.3124,False,0.0191,0.25,0.0066,0.1378,0.0457,0.3124,0.0092,0.1663,0.1864,0.0661
113,TWICE,THIS IS FOR,Taiwan,18AMT576rBlQFMzUTS7WBa,sensual,0.9482,False,0.3193,0.6208,0.256,0.0862,0.1993,0.2292,0.3178,0.1254,0.9482,0.2518
114,高爾宣 OSN,Without You,Taiwan,0KWnRv3wxjltYVB3MqjNd2,longing,0.9921,False,0.9214,0.9921,0.0144,0.9745,0.9671,0.9736,0.1146,0.9882,0.8109,0.948
116,NMIXX,Blue Valentine,Taiwan,4i0HNuFEH6P6K4UnsY5uUh,longing,0.9953,False,0.9926,0.9953,0.0488,0.9868,0.675,0.2852,0.3635,0.9575,0.8678,0.0338
118,G.E.M.,泡沫,Taiwan,2IfSPLPDW6RGosdB5huwAA,sensual,0.7515,False,0.7248,0.6451,0.3065,0.368,0.532,0.3423,0.3535,0.6639,0.7515,0.5936
119,Jay Chou,七里香,Taiwan,57w29bSwdIZ6gr6xXOqwc1,longing,0.891,False,0.6454,0.891,0.261,0.3909,0.3603,0.2764,0.429,0.728,0.7105,0.4702
120,Bruno Mars,I Just Might,Taiwan,6f68Ac5tt5BQOpwr0BV9oN,sensual,0.9125,False,0.3682,0.77,0.0384,0.6287,0.1113,0.0964,0.335,0.0937,0.9125,0.1154
121,Eric Chou,怎麼了,Taiwan,5cU1O9P0EDA0rPkPDykhIm,sensual,0.8829,False,0.7447,0.8586,0.3399,0.6162,0.5883,0.454,0.4878,0.7386,0.8829,0.638
122,Leehom Wang,愛錯,Taiwan,4vdX5mQE0oXkflFqsqQkUP,lonely,0.9914,False,0.6347,0.8162,0.0004,0.9279,0.542,0.6398,0.001,0.9914,0.0451,0.0677
123,BABYMONSTER,Really Like You,Taiwan,5xqM1HOndjxfH7NmyD8SVS,longing,0.9817,False,0.9717,0.9817,0.2687,0.0997,0.0344,0.0055,0.5772,0.5776,0.8559,0.0167
125,EggPlantEgg,浪子回頭,Taiwan,301mxTHzMyFOVUXl6U22sf,longing,0.8816,False,0.2513,0.8816,0.0021,0.5762,0.4812,0.7162,0.073,0.165,0.5953,0.7046
126,"高爾宣 OSN, Patrick Brasca",Hold On,Taiwan,580BvW3DyUNoYFgQgoD2GI,longing,0.991,False,0.2724,0.991,0.0135,0.9567,0.9193,0.9301,0.5746,0.9824,0.5909,0.7245
129,"The Chainsmokers, Halsey",Closer,Taiwan,7BKLCZ1jbUBVqRi2FVlTVw,sensual,0.9732,False,0.8941,0.9694,0.0932,0.9581,0.7687,0.2015,0.3116,0.9532,0.9732,0.8711
130,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Taiwan,4oE7MyJhqSD3BaHRpNs8Nl,longing,0.9712,False,0.7162,0.9712,0.2052,0.688,0.4658,0.1403,0.2212,0.9301,0.946,0.0667
132,Stefanie Sun,雨天,Taiwan,5tZbcQ5PYID0xB0VNblmrK,longing,0.7535,False,0.416,0.7535,0.1526,0.0234,0.1805,0.0162,0.0745,0.2779,0.7441,0.0028
133,玖壹壹,下輩子,Taiwan,73Ijz3vN9KP1W5qrfNeWMI,hope,0.9856,False,0.9778,0.985,0.9779,0.9571,0.9847,0.9831,0.9856,0.9749,0.9847,0.9854
134,Amazing Show,捲菸,Taiwan,7ks6KrwN2DKhEm06X85qEK,longing,0.9984,False,0.9328,0.9984,0.7942,0.8895,0.859,0.9029,0.986,0.9433,0.9809,0.8406
135,TWICE,What is Love?,Taiwan,5Ek40FyMPprcvtyZDjqylX,love,0.9865,False,0.9865,0.9684,0.6705,0.0074,0.0062,0.0018,0.9293,0.095,0.832,0.0089
137,Jay Chou,說好的幸福呢,Taiwan,4OoExItZJ0jePoCZDbHx4t,lonely,0.9853,False,0.7254,0.9699,0.0082,0.9788,0.9838,0.9579,0.0076,0.9853,0.6167,0.7389
138,IVE,XOXZ,Taiwan,2c6xH9usslUoHnOzsRhpcP,longing,0.9903,False,0.9158,0.9903,0.2885,0.0485,0.0187,0.0308,0.8342,0.7529,0.8892,0.0535
142,ALLDAY PROJECT,ONE MORE TIME,Taiwan,7FyKqLLICVzwBiAUtbVYUW,sensual,0.9691,False,0.7109,0.9666,0.7897,0.012,0.021,0.0246,0.7122,0.0263,0.9691,0.0588
143,"The Chainsmokers, Coldplay",Something Just Like This,Taiwan,6RUKPb4LETWmmr3iAEQktW,longing,0.9893,False,0.3179,0.9893,0.201,0.2549,0.1099,0.181,0.3087,0.9443,0.9151,0.1489
144,Zhang Zhen Yue,愛我別走,Taiwan,2fc2vUA5H3mTAr9rQoBDKt,sensual,0.9899,False,0.9873,0.9794,0.9783,0.9511,0.9868,0.9673,0.9891,0.9764,0.9899,0.9731
145,Jay Chou,一路向北,Taiwan,7KoqEF76fGnDYdxTSHLxcm,sensual,0.8441,False,0.6579,0.636,0.0879,0.3725,0.5913,0.4167,0.1275,0.7636,0.8441,0.5166
146,Bruno Mars,That's What I Like,Taiwan,0KKkJNfGyhkQ5aFogxQAPU,sensual,0.988,False,0.9543,0.8761,0.7444,0.0058,0.0052,0.0025,0.6327,0.121,0.988,0.0665
147,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Taiwan,02sy7FAs8dkDNYsHp4Ul3f,longing,0.9913,False,0.9327,0.9913,0.5767,0.0337,0.0148,0.012,0.8659,0.733,0.9893,0.1143
148,Olivia Dean,Man I Need,Taiwan,1qbmS6ep2hbBRaEZFpn7BX,longing,0.9816,False,0.5754,0.9816,0.07,0.0869,0.0571,0.0285,0.6517,0.9508,0.7998,0.1067
150,Khalil Fong,紅豆,Taiwan,5TkQbhQm9BXONk2agDo4w9,sensual,0.9711,False,0.9463,0.9708,0.895,0.5068,0.4146,0.1775,0.831,0.7514,0.9711,0.5476
152,David Tao,"愛, 很簡單",Taiwan,3OXHwY8gI2QUh0QliXBwrI,lonely,0.8569,False,0.0522,0.5386,0.0278,0.3931,0.3331,0.5193,0.2576,0.8569,0.3381,0.4122
153,菲菲公主,第57次取消发送,Taiwan,2xYrGeWUjwGvB0KMAfUFSd,longing,0.9953,False,0.3155,0.9953,0.0005,0.9721,0.7855,0.2447,0.0006,0.9951,0.4252,0.0133
154,Cheer Chen,太聰明,Taiwan,4DCB1S7G6SmH9qlDpEVIzP,longing,0.9238,False,0.8845,0.9238,0.2528,0.6233,0.5822,0.5047,0.6028,0.702,0.8543,0.7095
156,艾薇 Ivy,失重前幸福,Taiwan,3SJgTyb8a7z66suw0kBZ0T,sensual,0.8845,False,0.5577,0.7518,0.2798,0.3104,0.3503,0.3722,0.5068,0.5108,0.8845,0.7297
157,Rainie Yang,雨愛,Taiwan,553GNiNqcudWfsF55RBDqz,longing,0.9695,False,0.9373,0.9695,0.0004,0.9589,0.9002,0.6457,0.7487,0.911,0.5023,0.0158
158,CORTIS,JoyRide,Taiwan,6T17ZI0glfM2IGLdUwtnLK,longing,0.9868,False,0.0032,0.9868,0.949,0.0239,0.0157,0.0683,0.5841,0.457,0.695,0.4311
159,JENNIE,Mantra,Taiwan,1kUyOJb3fzUo8r0OCz5SQk,sensual,0.6278,False,0.0579,0.1715,0.0312,0.0011,0.0012,0.0009,0.0255,0.0557,0.6278,0.0094
160,Shi Shi,少一點天份,Taiwan,7lCLZlVt6g4ifoHXpXEHZm,anger,0.6826,False,0.2455,0.4062,0.0802,0.0512,0.1257,0.306,0.0936,0.2726,0.4327,0.6826
162,陈村长,爱怎么了,Taiwan,0c9gjnRGBRke9VmLaZWmhM,lonely,0.9725,False,0.4868,0.9084,0.001,0.9556,0.9234,0.6499,0.0035,0.9725,0.3541,0.0565
164,Hearts2Hearts,STYLE,Taiwan,5EoV2HmAlkqN1XvsIjOBZZ,sensual,0.6646,False,0.5135,0.6015,0.4759,0.1296,0.1105,0.2207,0.3516,0.286,0.6646,0.1712
166,Rene Liu,後來,Taiwan,2wzXhxWPX0aODraKNXoJYY,sensual,0.871,False,0.7813,0.772,0.404,0.384,0.4196,0.2602,0.5646,0.5665,0.871,0.5089
167,sodagreen,小情歌,Taiwan,4FhJ7YSRxATHnaRg4nGs6t,love,0.8491,False,0.8491,0.8033,0.6264,0.6806,0.6256,0.2994,0.6346,0.7188,0.8118,0.6317
170,WOODZ,Drowning,Taiwan,4xeugB5MqWh0jwvXZPxahq,heartbreak,0.9849,False,0.9541,0.9761,0.0052,0.9849,0.964,0.9618,0.0342,0.7998,0.8233,0.1288
172,JOLIN,倒帶,Taiwan,4XipvtwRgtUrGb2j2l0wNG,sensual,0.7834,False,0.6131,0.782,0.2788,0.5594,0.572,0.4327,0.4223,0.6956,0.7834,0.7154
173,Eason Chan,淘汰,Taiwan,5sYtvIl1mx9QuIgwC6FDU1,lonely,0.8022,False,0.4815,0.7317,0.1367,0.6505,0.5235,0.6425,0.2755,0.8022,0.7101,0.7173
178,Bad Bunny,DtMF,Taiwan,3sK8wGT43QFpWrvNQsrQya,longing,0.9433,False,0.8873,0.9433,0.6486,0.448,0.2989,0.0133,0.2593,0.4422,0.7581,0.3516
179,Sam Lee,最近,Taiwan,0ONg8VCxzW3CCNDxDY0DNe,lonely,0.7514,False,0.1746,0.3336,0.0001,0.4528,0.1505,0.0989,0.0154,0.7514,0.0038,0.0766
180,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Taiwan,54PbBpquVfhfrwRwvjSXbI,heartbreak,0.9612,False,0.1926,0.9606,0.0013,0.9612,0.9286,0.8292,0.0045,0.9469,0.3104,0.4533
181,LNGSHOT,Never Let Go,Taiwan,37xebnhvUyM8VyyDDeo65d,longing,0.9864,False,0.6176,0.9864,0.0331,0.8102,0.8565,0.7404,0.1962,0.9493,0.3895,0.5959
182,F.I.R.,Lydia,Taiwan,4D4KVgVNxed4Hd3rGWlCo2,longing,0.9945,False,0.9828,0.9945,0.5277,0.5135,0.3557,0.1987,0.1165,0.8144,0.9439,0.043
183,Nicky Lee,想太多,Taiwan,7IiSESHLOtsoEXTlXa0bjJ,longing,0.7987,False,0.6222,0.7987,0.1633,0.6499,0.6089,0.6008,0.3525,0.7403,0.6864,0.6772
184,颜人中,有些,Taiwan,4bDJJr7yG31MApWuvEasAo,anger,0.6274,False,0.2193,0.3009,0.0726,0.113,0.2201,0.2684,0.0737,0.2614,0.3092,0.6274
185,David Tao,普通朋友,Taiwan,7CTitzr4eVIDCPUJi5Dr4B,longing,0.796,False,0.0098,0.796,0.109,0.642,0.3758,0.4026,0.3075,0.7,0.2929,0.1187
186,Taylor Swift,Cruel Summer,Taiwan,1BxfuPKGuaTgP7aM0Bbdwr,longing,0.9941,False,0.4215,0.9941,0.0317,0.8235,0.5176,0.3514,0.0521,0.777,0.9751,0.4132
187,aespa,Drama,Taiwan,5XWlyfo0kZ8LF7VSyfS4Ew,sensual,0.8818,False,0.1042,0.3963,0.2682,0.1781,0.0599,0.025,0.1618,0.2377,0.8818,0.6568
189,KATSEYE,Gabriela,Taiwan,1xOqGUkyxGQRdCvGpvWKmL,sensual,0.9889,False,0.972,0.9736,0.0031,0.9749,0.758,0.7469,0.0075,0.8681,0.9889,0.5854
190,Wu Bai,夢醒時分,Taiwan,51fGtLs5vdK2NOumVhMXru,sensual,0.5628,False,0.4293,0.5348,0.1006,0.2348,0.2465,0.156,0.1473,0.4516,0.5628,0.2733
191,IVE,I AM,Taiwan,70t7Q6AYG6ZgTYmJWcnkUM,sensual,0.8836,False,0.4123,0.4739,0.761,0.0009,0.0012,0.0003,0.7113,0.0206,0.8836,0.0067
192,BY2,我知道,Taiwan,7iXPSlDdL0EQwPFtUR8ye1,heartbreak,0.9738,False,0.9448,0.9688,0.0004,0.9738,0.9585,0.2638,0.0318,0.9738,0.0871,0.0106
193,XG,HYPNOTIZE,Taiwan,3fEX9NgOeklq816Fw00uoo,sensual,0.9275,False,0.553,0.7531,0.1099,0.0253,0.0214,0.1137,0.1723,0.2442,0.9275,0.0688
194,ATEEZ,Adrenaline,Taiwan,2VKGO4DNyUK5UxCQB3b3DF,sensual,0.9448,False,0.0402,0.7747,0.6311,0.0166,0.0065,0.0127,0.0176,0.8874,0.9448,0.8088
195,Eason Chan,十年,Taiwan,25pWemriUQVrZ3yIiS2IBf,lonely,0.734,False,0.2818,0.7001,0.0409,0.5043,0.4995,0.3679,0.1015,0.734,0.6793,0.5884
196,Eric Chou,想念你想我,Taiwan,1sl9O7VLwGwdw4iXqnkbDP,longing,0.9966,False,0.9007,0.9966,0.2853,0.9808,0.9747,0.0872,0.7414,0.9903,0.8803,0.2298
197,Eric Chou,摯友,Taiwan,5evE7bweEhX83fd1ZmwPjP,longing,0.9339,False,0.6644,0.9339,0.1997,0.6961,0.8054,0.7586,0.3788,0.9233,0.8417,0.8032
198,BABYMONSTER,FOREVER,Taiwan,7a6vvAM1cjAuyVQpqv9pmu,sensual,0.9907,False,0.8012,0.9812,0.9038,0.6734,0.1093,0.0266,0.892,0.2417,0.9907,0.0693
199,NewJeans,Ditto,Taiwan,3r8RuvgbX9s7ammBn07D3W,longing,0.9905,False,0.9331,0.9905,0.3618,0.9387,0.8618,0.2002,0.7964,0.8895,0.9072,0.0554
1,Bruno Mars,Risk It All,USA,5y2ijHECwFYWqcAHKTZgzD,longing,0.9825,False,0.9784,0.9825,0.0863,0.0422,0.0149,0.0011,0.6027,0.0443,0.6641,0.0049
2,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,USA,1DwscornXpj8fmOmYVlqZt,longing,0.9689,False,0.4887,0.9689,0.0235,0.7436,0.4844,0.5873,0.595,0.9452,0.8013,0.6159
3,Ella Langley,Choosin' Texas,USA,65DbTqJKhbwqYbZ1Okr0rc,lonely,0.9902,False,0.8358,0.9827,0.4241,0.9888,0.9681,0.8327,0.0031,0.9902,0.7136,0.1621
4,Bruno Mars,I Just Might,USA,6f68Ac5tt5BQOpwr0BV9oN,sensual,0.9125,False,0.3682,0.77,0.0384,0.6287,0.1113,0.0964,0.335,0.0937,0.9125,0.1154
5,Bad Bunny,DtMF,USA,3sK8wGT43QFpWrvNQsrQya,longing,0.9433,False,0.8873,0.9433,0.6486,0.448,0.2989,0.0133,0.2593,0.4422,0.7581,0.3516
6,Olivia Dean,Man I Need,USA,1qbmS6ep2hbBRaEZFpn7BX,longing,0.9816,False,0.5754,0.9816,0.07,0.0869,0.0571,0.0285,0.6517,0.9508,0.7998,0.1067
7,Dominic Fike,Babydoll,USA,7yNf9YjeO5JXUE3JEBgnYc,lonely,0.9929,False,0.3163,0.9926,0.0337,0.9586,0.942,0.9374,0.3374,0.9929,0.8154,0.7623
8,Don Toliver,E85,USA,3B4cjvGlPvyBLNG3AzEgkZ,love,0.997,False,0.997,0.9467,0.9145,0.0469,0.1452,0.008,0.8844,0.0195,0.9719,0.0055
9,Olivia Dean,So Easy (To Fall In Love),USA,6sGIMrtIzQjdzNndVxe397,love,0.9898,False,0.9898,0.9051,0.338,0.0055,0.0048,0.0008,0.6412,0.0288,0.9288,0.001
10,Bad Bunny,BAILE INoLVIDABLE,USA,2lTm559tuIvatlT1u0JYG2,longing,0.9929,False,0.987,0.9929,0.1117,0.9805,0.9037,0.4006,0.1831,0.9787,0.9367,0.0458
11,Bad Bunny,Tití Me Preguntó,USA,1IHWl5LamUGEuP4ozKQSXZ,heartbreak,0.9884,False,0.4665,0.9513,0.0207,0.9884,0.8636,0.9338,0.1106,0.9756,0.5291,0.8199
12,Bad Bunny,NUEVAYoL,USA,5TFD2bmFKGhoCRbX61nXY5,sensual,0.9687,False,0.29,0.9328,0.8153,0.0079,0.0153,0.0122,0.5691,0.2205,0.9687,0.2192
13,Bruno Mars,Cha Cha Cha,USA,6QletrrmpkUpeJkipX9pgf,sensual,0.9941,False,0.5641,0.9461,0.1142,0.0122,0.0142,0.027,0.9397,0.0404,0.9941,0.4308
14,Djo,End of Beginning,USA,3qhlB30KknSejmIvZZLjOD,heartbreak,0.9534,False,0.0003,0.0948,0.0001,0.9534,0.9112,0.0862,0.0001,0.3736,0.0035,0.0002
15,Don Toliver,Body,USA,0FlcmZ13DGRmscCroro9GO,love,0.9886,False,0.9886,0.9808,0.6824,0.0397,0.0458,0.0373,0.3559,0.0705,0.987,0.132
16,Bruno Mars,God Was Showing Off,USA,1sVBT215CDmVJvfy1E2OCU,sensual,0.9765,False,0.8161,0.9144,0.7523,0.0006,0.0014,0.0005,0.7598,0.0133,0.9765,0.0016
17,Alex Warren,FEVER DREAM,USA,7ogpGbKc4Io6NCU6ydxXwZ,lonely,0.9968,False,0.903,0.9863,0.0027,0.9756,0.9037,0.9041,0.778,0.9968,0.7745,0.3369
18,Alex Warren,Ordinary,USA,2RkZ5LkEzeHGRsmDqKwmaJ,love,0.9886,False,0.9886,0.961,0.8986,0.1995,0.2608,0.5239,0.5067,0.0844,0.9389,0.0391
19,Bad Bunny,EoO,USA,6J5kc12BW5HuP3d7C3vvx8,longing,0.9329,False,0.3664,0.9329,0.3862,0.0171,0.0297,0.0165,0.2282,0.0354,0.6534,0.1988
20,Bella Kay,iloveitiloveitiloveit,USA,5IMpnpD0tQVcqWlVIgtAtV,love,0.958,False,0.958,0.8499,0.3387,0.0615,0.069,0.0261,0.0095,0.2374,0.8872,0.5688
21,The Killers,Mr. Brightside,USA,003vvx7Niy0yvhvHt4a68B,longing,0.9945,False,0.3133,0.9945,0.0076,0.9225,0.8367,0.7692,0.3159,0.7331,0.4728,0.7652
22,sombr,Homewrecker,USA,7tICCrK3CcyRFKza7yrR0z,longing,0.9714,False,0.7886,0.9714,0.0014,0.9583,0.9291,0.6659,0.1037,0.7888,0.9223,0.1476
23,sombr,back to friends,USA,7qjZnBKE73H4Oxkopwulqe,longing,0.9915,False,0.79,0.9915,0.004,0.9494,0.8967,0.6063,0.0347,0.619,0.9897,0.0739
24,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,USA,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.9883,False,0.2997,0.9653,0.4684,0.3909,0.1807,0.2134,0.9153,0.9883,0.7861,0.1011
25,Taylor Swift,The Fate of Ophelia,USA,53iuhJlwXhSER5J2IYYv1W,heartbreak,0.9609,False,0.703,0.9017,0.2118,0.9609,0.8911,0.5636,0.6806,0.9553,0.7835,0.4429
26,Fleetwood Mac,Dreams,USA,0ofHAoxe9vBkTCp2UQIavz,lonely,0.9949,False,0.0155,0.9382,0.0009,0.9673,0.9573,0.8993,0.006,0.9949,0.4972,0.3548
27,Bruno Mars,Why You Wanna Fight?,USA,3Ac4AjYkqsvop2ydbSAhTX,longing,0.9931,False,0.9884,0.9931,0.072,0.9814,0.9436,0.6272,0.5132,0.9729,0.9567,0.6353
28,Ella Langley,Be Her,USA,05CjWFAcAlY6O9po6Qwakk,longing,0.994,False,0.8952,0.994,0.0051,0.7886,0.7768,0.399,0.0128,0.7731,0.5526,0.3751
29,Ella Langley,weren't for the wind,USA,2A22iI0x4EYAVXNpKPhNEM,longing,0.13,True,0.0065,0.13,0.0002,0.0155,0.018,0.0047,0.0084,0.0414,0.008,0.0015
30,Bruno Mars,Dance With Me,USA,1myZ6GQewhAzMH2dKtKSWK,love,0.991,False,0.991,0.9868,0.6521,0.4165,0.1257,0.0201,0.9736,0.407,0.9727,0.0069
31,Luke Combs,Be By You,USA,7aLndReanHBzpTGE5Am9H8,sensual,0.9979,False,0.9914,0.9959,0.4908,0.002,0.0021,0.0006,0.239,0.0466,0.9979,0.0008
32,Morgan Wallen,I Got Better,USA,4gfrYDtaRmp6HPvN80V2ob,grief,0.928,False,0.3363,0.5794,0.1393,0.843,0.928,0.2847,0.2197,0.7801,0.4172,0.2983
33,RAYE,WHERE IS MY HUSBAND!,USA,55lijDD6OAjLFFUHU9tcDm,lonely,0.9819,False,0.5872,0.9785,0.1556,0.5963,0.4948,0.4988,0.6148,0.9819,0.9212,0.4029
34,Bruno Mars,On My Soul,USA,4i4BVY2JiH4mDSLIBdNGKD,love,0.992,False,0.992,0.9892,0.3499,0.2829,0.1587,0.038,0.7344,0.5193,0.9414,0.0072
35,Radiohead,Creep,USA,70LcF31zb1H0PyJoS1Sx1r,longing,0.9658,False,0.1446,0.9658,0.0033,0.8923,0.8315,0.3711,0.0139,0.8125,0.6902,0.4697
36,The Goo Goo Dolls,Iris,USA,6Qyc6fS4DsZjB2mRW9DsQs,longing,0.9932,False,0.9126,0.9932,0.0027,0.7385,0.6136,0.0119,0.0062,0.2681,0.4796,0.0029
37,Lil Uzi Vert,What You Saying,USA,7cjoZVmWe2xsGR4wcXiV2v,sensual,0.9058,False,0.8865,0.7033,0.3139,0.1769,0.0694,0.105,0.3971,0.5177,0.9058,0.2385
38,SIENNA SPIRO,Die On This Hill,USA,2gYTC8DsplN3RNdpdBcCOQ,longing,0.9548,False,0.9237,0.9548,0.0408,0.695,0.6917,0.4437,0.1238,0.9392,0.3844,0.4656
39,Zara Larsson,Lush Life,USA,1rIKgCH4H52lrvDcz50hS8,heartbreak,0.9011,False,0.886,0.4845,0.6816,0.9011,0.2097,0.0443,0.1205,0.6712,0.8963,0.0948
