rank,artist,title,region,spotify_uri
67,Aitana,6 DE FEBRERO,Spain,6l18mUHOGVZRr5wTyITX0M
68,"Kabasaki, Zeno El Faraón, l0rna, Kristina",LA SACAPUNTAS,Spain,7mjWqfMjappj2v1Iw3rXeR
69,Extremoduro,La vereda de la puerta de atrás,Spain,4kJP8Z888wREJ8bRMWNMuk
70,"Tainy, Rauw Alejandro, JHAYCO",ROSITA,Spain,4HyPxBQDLUnY3w7gukITrW
71,"Clarent, Omar Courtz",Scat Pack,Spain,4yWrEuYXr9YB1nHbuPxfUU
72,Bruno Mars,I Just Might,Spain,6f68Ac5tt5BQOpwr0BV9oN
73,Bad Bunny,Tití Me Preguntó,Spain,1IHWl5LamUGEuP4ozKQSXZ
74,Arde Bogotá,La Salvación,Spain,0txzIz1WcoAn6m07xypcD5
75,"Rawayana, Manuel Turizo",Inglés En Miami,Spain,3Y1xjjepdqMP141ipYCAqA
76,"Romeo Santos, Prince Royce",Lokita Por Mí,Spain,2aG4AXf3TUtlmk4s9BLYDi
77,Omar Courtz,⁠LUCES DE COLORES,Spain,5dDlknAL9imbXXl7uG7oqe
78,Omar Courtz,SIRENA,Spain,75DhU4mfqAkkqsL7CiYWLa
79,"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,Spain,5AK6QqM8aUXXTk6oY00ZRh
80,"Yan Block, TORRRES",Yo sé,Spain,5DdLSEyKh8zgCrJq2hFj92
81,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Spain,6C1RD7YQVvt3YQj0CmuTeu
82,Manuel Turizo,La Bachata,Spain,3tt9i3Hhzq84dPS8H7iSiJ
83,"J Balvin, Bad Bunny",LA CANCIÓN,Spain,0fea68AdmYNygeTGI4RC18
84,Omar Courtz,L a k e n o s h i,Spain,6OoYmAP9oZtBiSomWpDTWP
85,Kapo,UWAIE,Spain,0fMjldiEpgjbWQ4bBQwVzH
86,"Clarent, Mora",IA,Spain,7lcbpfihslisNObKdHjyLo
87,Maluma,Borro Cassette,Spain,6DUdDIRgLqCGq1DwkNWQTN
88,"Bryant Myers, Dei V, SAIKO",Duro Ma,Spain,0Ze1qv8LIgg5Y7Bu4jzXIo
89,"Anuel AA, Haze",Amanece,Spain,1LiN0Z98FkR1t0m8KmLcAH
90,"Quevedo, La Pantera",HALO,Spain,58ldPuiCULxm08TCZ8qX4D
91,Zara Larsson,Lush Life,Spain,1rIKgCH4H52lrvDcz50hS8
92,Plan B,Es un Secreto,Spain,3KZCP2StVGdWkOKyRZNWA4
93,Dani Fernández,Me has invitado a bailar,Spain,3tMftGMXTPbQlmjh4FzXpZ
94,The Police,Every Breath You Take,Spain,1JSTJqkT5qHq8MDJnJbRE1
95,Viva Suecia,El Bien,Spain,6IuZFiKCeyQINqL0Id3xF2
96,Mora,DETRÁS DE TU ALMA,Spain,2BvPMS2XWfnCpHHvWeOyeC
97,Melendi,Fecha de Caducidad,Spain,3LTHhkihfdgYtQMUNJQBgv
98,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),Spain,5q2JbCNi4FcnglgPfxcV65
99,Juan Magán,Bailando por Ahi,Spain,6sHBvzRsuGunQTfCk18KXi
100,Bad Bunny,KLOuFRENS,Spain,4MUrUT38U98olfnyzMBCzm
101,"JC Reyes, Alba Moreno",DA LA LUZ,Spain,7JqZxa2Ibtf0lpJ5ANYSwH
102,Fito y Fitipaldis,Por la boca vive el pez,Spain,24UStI5AYA7g5ufFDh3LH0
103,"Omar Courtz, Eladio Carrion",MOONLIGHT,Spain,2TOsEYW3J1miYhmEeI9yBW
104,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Spain,1DwscornXpj8fmOmYVlqZt
105,"JC Reyes, Hades66",BARRIO FINO,Spain,5IuFotpjpllXzv7eOLKeqb
106,"Yan Block, Panda Black",444,Spain,1o4xkdBe0RjSf2u6VXi4OI
107,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Spain,0Sr7ssScx54yxdM2ols7nW
108,"Lucho RK, La Pantera",TOCATE SOLA,Spain,1ouj0AkMXny8V1su2tuoci
109,Dei V,Te Capie,Spain,4WXVp5dzCDDaQjr4Ueukbm
110,Bad Gyal,Da Me,Spain,4ppQIsBpwNRKjOPPBZTgd0
111,Extremoduro,Si te vas...,Spain,2x59pa3xDf8hHZ4N3f5fGQ
112,Chayanne,Bailando Bachata,Spain,2dK99lWPkBVwNen6gK1AtI
113,Omar Courtz,UNA NOTi,Spain,61tC2eD62xjmkEX9FGEad7
114,Omar Courtz,SKY,Spain,52eJOGfsKEEkHrfZt6Kl3p
115,"Marshmello, Manuel Turizo",El Merengue,Spain,5KbBVSj6AJZ5662fO8EYFh
116,Alex Warren,Ordinary,Spain,2RkZ5LkEzeHGRsmDqKwmaJ
117,Siloé,Todos los Besos,Spain,2vSJKKmOEJQA5tr082p5XX
118,"8belial, yyy891, JOHNNYFUU",YSL,Spain,10lwU4asYs565RmEkPWHn5
119,"Ya Ice Dilan, Rey Tony, Helabusador, JipMusic Global, Dj Honda",Dichavate,Spain,6Ab2trdJulkRRhaJ9zVGQa
120,"Quevedo, Aitana",GRAN VÍA,Spain,2kQ1OvmMzs1xdlH020aJJh
121,"JC Reyes, Dei V",FLIPA,Spain,1dnKyTHMBWzbYZ2LDXBefu
122,Manuel Turizo,Por un Pendejo no se llora,Spain,4VPl3WGYKxQG8EVis7uLDt
123,Fito y Fitipaldis,Antes de que cuente diez,Spain,3xiNRrrVROKlHrflHGNTfG
124,Yan Block,111,Spain,2SPBFiD8iITb8CKJGz1TEQ
125,"Danny Ocean, Kapo",Imagínate,Spain,7ns16ylM6sbxo9ZWIwyE5d
126,Fito y Fitipaldis,Soldadito marinero,Spain,0eVborSuxUeSg0meWYd9dZ
127,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Spain,6VNXmo59yDYgcwLS17UNAW
128,"Mr Plata, El Americano 4KT",Las Muñequitas,Spain,4nJJCRYru4QQakCiUA155f
129,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,Spain,06s3QtMJVXw1AJX3UfvZG1
130,Melendi,Caminando por la vida,Spain,47rUM6vGXo8gBGpeG5TuU7
131,Hades66,YO QUIERO,Spain,47sQ0h1xhlDWJ3nHbwYPrg
132,"JC Reyes, De La Rose, MC Menor JP",NINFO,Spain,1CTTIrl42flqn1WYUoxl0H
133,"La La Love You, Samuraï",El Principio de algo,Spain,10KB4HkYIpNOd0QhyohMre
134,Zion & Lennox,La player (Bandolera),Spain,0VKkyBKCXyR99navhVRqcP
135,Cristina Lora,2 PUÑALAITAS (de Andalucía),Spain,19FOoq7R0ULz8bamEpOprK
136,Quevedo,Columbia,Spain,0uqt3MShCD4uYCIRNm6d4o
137,"Camin, Rvfv",Golfista,Spain,2R0RvdGFAOCznsB85KN0f4
138,Omar Courtz,SUSU,Spain,6dWJciH0aK0TWiDvVmMUX6
139,Estopa,Como Camarón,Spain,1VB4sadHjFcFklHcZuoROi
140,"Lady Gaga, Bruno Mars",Die With A Smile,Spain,7so0lgd0zP2Sbgs2d7a1SZ
141,Romeo Santos,Imitadora,Spain,6r46lnXFbE9fr2d3KNaGbe
142,Olivia Dean,So Easy (To Fall In Love),Spain,6sGIMrtIzQjdzNndVxe397
143,Ozuna,Se Preparó,Spain,1m69ELEgE6k5ZWsap40ozt
144,"Omar Courtz, De La Rose, Haze",Kyoto,Spain,7eNwwoxDR8KVzNAuGvliAO
145,Olivia Dean,Man I Need,Spain,1qbmS6ep2hbBRaEZFpn7BX
146,Beéle,si te pillara,Spain,1C7NXX8UJ6pgNx8EkmyZDd
147,Clarent,Enzaciao,Spain,0h0mWHM5SkpS9rcmGyBoox
148,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,Spain,4OwhwvKESFtuu06dTgct7i
149,Melendi,Tu jardín con enanitos,Spain,6yCjU5j6YHbux2VQCBTTE1
150,Extremoduro,Stand By,Spain,6BxCmy6vGbuOckxg6YfQOW
151,Benson Boone,Beautiful Things,Spain,3xkHsmpQCBMytMJNiDf3Ii
152,"Abraham Mateo, Ana Mena",Quiero Decirte,Spain,4Oc1qHsjM4kM0AARvlwSs3
153,"Feid, ATL Jacob",LUNA,Spain,7bywjHOc0wSjGGbj04XbVi
154,"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,Spain,2Mgur7BKnpr7OG3izSNFTA
155,"Midnvght, ROA, Mora, Eladio Carrion, Clarent, Finesse",Falsas Promesas (Remix),Spain,09djeJtz8wrtQFs5YtwgD4
156,"Pepe y Vizio, Delaossa, KIDDO",El Patio,Spain,0PtLrH95CQ2lKf6pym5LmA
157,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Spain,0JoHqmlqE0W0i9prt6kcHR
158,"ROSALÍA, Björk, Yves Tumor",Berghain,Spain,2T8yuUKl1nhmtaIocqWo4i
159,Boza,Hecha Pa' Mi,Spain,3VvA1wSxukMLsvXoXtlwWx
160,"JC Reyes, David Marley",CELOSA,Spain,0dLdgRj8l4N0rmAwDxIV1Z
161,Fito y Fitipaldis,Me equivocaría otra vez,Spain,5SMdW9cbM4wTMMPI8Ck08a
162,sombr,back to friends,Spain,7qjZnBKE73H4Oxkopwulqe
163,Los Delinqüentes,El aire de la calle,Spain,2PaETSKl3w3IdtLIbDnQXJ
164,"Quevedo, Pitbull",MR. MOONDIAL,Spain,67LKV40NfSSGIJnm0xz6fi
165,Teddy Swims,Lose Control,Spain,17phhZDn6oGtzMe56NuWvj
166,Kapo,OHNANA,Spain,482PEx8hfMHSsuGtHd960A
167,"Mora, Bad Bunny, Sech",Volando - Remix,Spain,0G2zPzWqVjR68iNPmx2TBe
168,Romeo Santos,Propuesta Indecente,Spain,5PycBIeabfvX3n9ILG7Vrv
169,ROSALÍA,Reliquia,Spain,4ORvXsPK9AJmDzm36BYcdy
170,"JC Reyes, Pirlo",REMEDIO,Spain,63zeT81t627KKfZsC920QN
171,Pablo Chill-E,Resentia,Spain,2ANtIUI9cipWNI685VdlZb
172,"Bad Bunny, Chuwi",WELTiTA,Spain,5WEF0icHWmAZBBMglBd599
173,Anuel AA,¿Qué Nos Pasó?,Spain,7k3qWn8D43a5ISa3x8lJux
174,The Goo Goo Dolls,Iris,Spain,6Qyc6fS4DsZjB2mRW9DsQs
175,Beéle,quédate,Spain,6VfL3MEuYeJbDlD8m011HR
176,Siloé,"Si Me Necesitas, Llámame",Spain,4DEdfr4plBy97DH4YPg4At
177,"Omar Courtz, BASSYY",GANTEL y BELLAKz,Spain,7cVS9dvpA6p2dIVibiGaso
178,"Sebastian Yatra, Manuel Turizo, Beéle",Vagabundo,Spain,68nZjz3bLH1MM0cURT1YVH
179,SAIKO,COSAS QUE NO TE DIJE,Spain,5xSt1wxZobFcLzHrFakv6z
180,"Eflexx, D.Valentino, Enry-K",Tititi,Spain,1V6EjrslcQOQrKgjrUvgi1
181,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Spain,3k3NWokhRRkEPhCzPmV8TW
182,"Lauta, Amigo de Artistas, Tote",Puñaladas,Spain,4AL4EamHEBKPpdcFRkYdXN
183,LAJA,SETEADORA,Spain,3jKrhSKDKOUlKYpNL12zjb
184,Bad Bunny,MONACO,Spain,4MjDJD8cW7iVeWInc2Bdyj
185,"De La Rose, Omar Courtz",NUBES,Spain,5PPYg2Fa1fCkrRBv6vIeeU
186,Omar Courtz,M U S A E L E V Á,Spain,7vPsviPvbWsFd9VuftF5JT
187,"KAROL G, Feid",Verano Rosa,Spain,0nafF9MxcXJBQWv3BTKtdF
188,Omar Courtz,OUTRO,Spain,3nREMKR9AuM6AikqWwcAUA
189,"ROSALÍA, Rauw Alejandro",BESO,Spain,609E1JCInJncactoMmkDon
190,"SAIKO, Omar Courtz",LOKENECESITAS,Spain,1cQx85WypWumn7ZQjUxWQi
191,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Spain,2beS6dD5rovBxSA1zYoSHR
192,Ultraligera,Lapsus,Spain,5gaHUShVDYB2kn5s0xzIAi
193,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,Spain,5ddFjrPG8NgQQ6xlOQIVd2
194,Don Omar,Dile,Spain,69Ej1xrGjOcHvIMtMKxK0G
195,Fito y Fitipaldis,La casa por el tejado,Spain,428cFrawSqeLoyooQjAW9d
196,"Yapi, SOUNDPLUG",POR TI,Spain,3Ip1sc72P5uz8BUB9kb4QQ
197,La Oreja de Van Gogh,Rosas,Spain,4waqcUQWdj0yH26STWl2Rq
198,C. Tangana,Mala Mujer,Spain,067QpM2xLhK24hTiovC3Zo
199,Sabrina Carpenter,Manchild,Spain,2BwO5K8Q7EPAJSGze3AAh9
200,"John Pollõn, TylerB",Vehículo longo,Spain,0GHaZd4ggGCx2RlMsDr9Vj
