artist,title,spotify_uri,original_lang,lyrics_in_en,length,translation_review_required
"Patrick Brasca, mac ova seas",左轉燈 (1000 Times+1),4UwZyC0wEV6XDEAr9kaQhi,zh,,713,False
Bad Bunny,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,es,,2050,False
Leehom Wang,愛錯,4vdX5mQE0oXkflFqsqQkUP,zh,,456,False
Manuel Turizo,Por un Pendejo no se llora,4VPl3WGYKxQG8EVis7uLDt,es,,1438,False
Willie Colón,Gitana,4VTb5wB46sZDsfL8XgroGt,es,,2860,False
"Sean Kingston, Justin Bieber",Eenie Meenie,4vVTI94F9uJ8lHNDWKv0i2,en,,2418,False
Tyla,CHANEL,4VxTzYm00mg82MuoT35Ja7,en,,2770,False
La Oreja de Van Gogh,Rosas,4waqcUQWdj0yH26STWl2Rq,es,,1806,False
GReeeeN,遥か,4wBFubvNAwVox8q4SYXHqU,ja,,568,False
"JISOO, ZAYN",EYES CLOSED (with ZAYN),4WFfPxJv1KRekG6mxn837K,en,,1882,False
Ravyn Lenae,Love Me Not,4WFgvKVfEhb3IUAFGrutTR,en,,2354,False
"ROSÉ, Bruno Mars",APT.,4wJ5Qq0jBN4ajy7ouZIV1c,en,,2063,False
Blessd,Palabras Sobran,4wu7jIeJCUhQJaXsXVit0e,es,,2700,False
Dei V,Te Capie,4WXVp5dzCDDaQjr4Ueukbm,es,,2726,False
WOODZ,Drowning,4xeugB5MqWh0jwvXZPxahq,ko,,930,False
JOLIN,倒帶,4XipvtwRgtUrGb2j2l0wNG,zh,,500,False
Stefanie Sun,我不難過,4XrWar13kLO1jr535AzKrQ,unknown,,0,False
黃小琥,沒那麽簡單,4xZIMRwaaBx7CZMmM6KLuh,unknown,,0,False
A-Mei Chang,掉了,4yLirljV93Y0vIoERjeTv5,unknown,,0,False
Kapo,NO CRY,4YM3IYESNKXWYHbPXvMMVD,es,,1694,False
Yeison Jimenez,Maldita Traga,4ysgNOWbc02RUnCxQMzpeL,unknown,,0,False
"Clarent, Omar Courtz",Scat Pack,4yWrEuYXr9YB1nHbuPxfUU,es,,2827,False
"Don Toliver, Rema",Secondhand (feat. Rema),4Z5KKoBGxpJo8YbDcGQXd5,tr,,3327,False
Tito Rojas,Siempre Sere,4ZGk5h0sIfeunWEKzXEoHr,es,,2310,False
"Beéle, Ovy On The Drums",mi refe,4zhk2RS2EZODmBW6il55Qj,es,,1381,False
Saucy Dog,Cinderella Boy,4ZIr1NSxVihtHcD6EnG65f,ja,,512,False
Zach Bryan,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,en,,1227,False
"Kapo, Ryan Castro",DÓNDE,4zqFA9MOG86u7uugR8QFDU,es,,2468,False
EggPlantEgg,閣愛妳一擺,4Zwn8WxD61diTwqv9hyTQA,zh,,592,False
Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,en,,2132,False
Jin,Running Wild,50zAEIE4B1QqhPjRMK2Xmh,en,,1131,False
Wu Bai,夢醒時分,51fGtLs5vdK2NOumVhMXru,zh,,439,False
Gracie Abrams,"I Love You, I'm Sorry",51rfRCiUSvxXlCSCfIztBy,en,,1515,False
Ariana Grande,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,en,,1768,False
Omar Courtz,SKY,52eJOGfsKEEkHrfZt6Kl3p,es,,2244,False
"Kris R., GeezyDee, Prodmonja",BOBADITA,52IeC2QBiJqk9jAR5gbe14,unknown,,0,False
Taylor Swift,The Fate of Ophelia,53iuhJlwXhSER5J2IYYv1W,en,,2430,False
"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),54PbBpquVfhfrwRwvjSXbI,ar,,2041,False
Rainie Yang,雨愛,553GNiNqcudWfsF55RBDqz,zh,,489,False
EsDeeKid,4 Raws,554qQSs9lpRVq6TlaaiIKT,en,,2534,False
G.E.M.,多遠都要在一起,55d0jw269HE9pbOt5ntCo8,zh,,467,False
RAYE,WHERE IS MY HUSBAND!,55lijDD6OAjLFFUHU9tcDm,en,,3436,False
"LAJA, JC Reyes",SETEADORA REMIX (with JC Reyes),55ZSaezLr7fNrkLL0WCpOD,en,,2391,False
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,en,,2176,False
"Kenny Die, Blessd, Kris R., Sebas",Ultra Complicado (feat. Sebas) - Remix,569xAmXCkpM3IsEOiG4hWe,es,,3853,False
Morgan Wallen,Whiskey Glasses,57TEkZN3f84tFJFHFrD4pO,en,,2758,False
Jay Chou,七里香,57w29bSwdIZ6gr6xXOqwc1,zh,,509,False
Mrs. GREEN APPLE,クスシキ,57zS3lPil2VxdlBLXHu8l2,ja,,609,False
"高爾宣 OSN, Patrick Brasca",Hold On,580BvW3DyUNoYFgQgoD2GI,zh,,1323,False
Morgan Wallen,Last Night,583dMdiUquLMenarTp7PQm,en,,1886,False
Arctic Monkeys,505,58ge6dfP91o9oXMzq3XkIS,en,,1120,False
"Juseph, Quevedo",CHUOS,58l1aV1cOGrHMsm2j3GU2W,es,,3408,False
"Quevedo, La Pantera",HALO,58ldPuiCULxm08TCZ8qX4D,es,,3161,False
Omar Courtz,POR SI MAÑANA NO ESTOY,595wwjQiad6e6lSTScmXvz,es,,3383,False
Malcolm Todd,Sweet Boy,59c2xv2kMzYM6HR9oY6BIa,en,,1189,False
Bad Bunny,VOY A LLeVARTE PA PR,59D4DOkspUbWyMmbAPQkxZ,es,,1978,False
"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,pt,,2575,False
Aimyon,君はロックを聴かない,59eluCMn0XbOWqeWQ91FTM,id,,1232,False
Kenshi Yonezu,IRIS OUT,59hVbgr8rfYkDbHfr8RcGI,ja,,955,False
Khalil Fong,愛愛愛,59lBAMCis4C6NsPdUV35Vz,zh,,562,False
HANA,Burning Flower,5a3s0iaDfGW06yLfwFnmT7,ja,,1529,False
CHANMINA,Never Grow Up,5aDgM8rYPT15CqjkN1EIKq,ja,,1034,False
Nirvana,Come As You Are,5AEOqLsRJFAoSS4ay4Jzao,en,,667,False
Omoinotake,幾億光年,5Ak1F5nGzM4KRhE0H1Q3CP,es,,1626,False
"Yan Block, De La Rose, Hades66, Ñengo Flow",444 - Remix,5AK6QqM8aUXXTk6oY00ZRh,unknown,,0,False
Mrs. GREEN APPLE,青と夏,5BC6kr6etk2Y9J62AyI4i3,ja,,541,False
GRECAS,Que culpa tiene el lunes de no ser un sabado,5bDRGw4njjPCO5ZYvSgRXr,es,,1484,False
Callejeros,Creo,5Bi9Cq5oVFy1OtUgecbegZ,es,,1192,False
Farruko,Cositas Que Haciamos,5BrVJGkFTBPAMRl5hIE9A7,es,,2438,False
Justin Bieber,DAISIES,5BZsQlgw21vDOAjoqkNgKb,en,,1581,False
Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,en,,2565,False
Eric Chou,怎麼了,5cU1O9P0EDA0rPkPDykhIm,zh,,641,False
"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,5ddFjrPG8NgQQ6xlOQIVd2,es,,1881,False
Omar Courtz,⁠LUCES DE COLORES,5dDlknAL9imbXXl7uG7oqe,es,,2377,False
"Yan Block, TORRRES",Yo sé,5DdLSEyKh8zgCrJq2hFj92,es,,1522,False
Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",5DH8nF7aWoXXg5Sm3gjCWD,unknown,,0,False
"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),5doooVlMVRZztQbySqARMI,en,,2321,False
Yiyo Sarante,Manos de Tijera,5ds1Hh3lo4JUF2vflqyayK,es,,3067,False
Fleetwood Mac,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,en,,1367,False
Rihanna,Breakin' Dishes,5EcG8eMMlwkHRVa4aTR1qd,en,,2087,False
Tan Bionica,Obsesionario en La Mayor,5EGVGkRRJ2udpRnVGpx8LM,es,,1557,False
TWICE,What is Love?,5Ek40FyMPprcvtyZDjqylX,ko,,1527,False
Hearts2Hearts,STYLE,5EoV2HmAlkqN1XvsIjOBZZ,ko,,1690,False
Eric Chou,摯友,5evE7bweEhX83fd1ZmwPjP,zh,,506,False
BTS,Life Goes On,5FVbvttjEvQ8r2BgUcJgNg,ko,,1071,False
Shaboozey,A Bar Song (Tipsy),5fZJQrFKWQLb7FpJXZ1g7K,en,,2187,False
Bruno Mars,Locked out of Heaven,5g7sDjBhZ4I3gcFIpkrLuI,en,,1657,False
Ultraligera,Lapsus,5gaHUShVDYB2kn5s0xzIAi,es,,1266,False
Saucy Dog,Itsuka,5gjAdhfzftzFR7sriEYUCt,ja,,563,False
Fujii Kaze,Michi Teyu Ku (Overflowing),5glPFBAuA1C85tBcVWVzvO,ja,,545,False
"Peso Pluma, Estevan Plazola",HOLLYWOOD,5GTBdEjZe7zEDp1N0eCZE4,es,,1935,False
"DesaKTa2, Aneley",Estaba Aqui Pensando,5GUgnXDDO4raKkT9lO5F1x,es,,76741,False
V,Slow Dancing,5h1BN75CEh8wdSwE1xrbSe,ko,,547,False
BLACKPINK,JUMP,5H1sKFMzDeMtXwND3V6hRY,en,,1519,False
Adolescent's Orquesta,Virgen,5HCGrYR7g9u2X9Ju83yQLm,es,,1797,False
"La Combinación Vallenata, Jean Carlos Centeno",Ayer Y Hoy,5HCk7iruzhQ1FbxyS3igmM,unknown,,0,False
"Jory Boy, Bad Bunny",No Te Hagas,5hKjEpYrJIJs6uPl7zw6Y6,es,,2203,False
Amazing Show,愛情的大壞蛋,5HVq8nS0pbM6G7YK8M7DY4,zh,,553,False
ROA,FANTASÍA,5hWpXZOs7vpz0JD3CIylsb,es,,1560,False
ARASHI,Love So Sweet,5I6JLJqnZICLvPebTj2YCm,ja,,538,False
Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,en,,985,False
Bella Kay,iloveitiloveitiloveit,5IMpnpD0tQVcqWlVIgtAtV,en,,1860,False
"JC Reyes, Hades66",BARRIO FINO,5IuFotpjpllXzv7eOLKeqb,es,,2417,False
Willie Colón,Idilio,5iwgEFKEktjBBZV3C9TTZj,es,,1881,False
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),5IZXB5IKAD2qlvTPJYDCFB,pt,,1869,False
"Ariana Grande, The Weeknd",Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,en,,2274,False
Yorushika,だから僕は音楽を辞めた,5j7ixaLeGTGSv4DzKs0pCM,la,,1807,False
张远,嘉賓,5jAmIkIpskwu2hRz2YaEHi,zh,,686,False
"Milo j, Trueno",Gil,5jgmQkVypORb3enASCxjYs,es,,3151,False
Luis Enrique,Yo No Sé Mañana,5jJTqI5yteOyLWoDTjiHCO,es,,1935,False
"Marshmello, Manuel Turizo",El Merengue,5KbBVSj6AJZ5662fO8EYFh,es,,1773,False
"Maria Becerra, Paulo Londra, XROSS",RAMEN PARA DOS,5KJacLbQNuqzR9IizaPI6h,es,,2861,False
back number,新しい恋人達に,5LclntckGFFGFUVGJk9Z4x,ja,,481,False
BE:FIRST,街灯,5M1nuhRqpXnrkAIltucV7I,ja,,1161,False
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,en,,1268,False
"Jay Chou, A-Mei Chang",不該,5miH0BWhRVTvHAwmnoeyXH,unknown,,0,False
"La T y La M, Malandro",Amor de Vago,5MKbWaXeSQSmzmo7gPQha1,es,,1711,False
"Oscar Maydon, Fuerza Regida",Tu Boda,5mp6OBKCAjN4UYRvhOuUze,es,,1986,False
BLACKPINK,Me and my,5MXcM263QvCTWriH3nVusc,en,,2190,False
"Cosculluela, Bad Bunny",Madura,5n2XTRsYFlZwNBp06KAjDX,es,,2495,False
"Blessd, Ovy On The Drums","""EMHDM""",5NbIHx26LyFkW2oSNSCYBV,es,,2233,False
"Sean Paul, Keyshia Cole",(When You Gonna) Give It Up to Me - Radio Version,5nEdwtSv0qqeE0l4o1lR4q,en,,3129,False
Shota Shimizu,PUZZLE,5NTtQCnREVVfZuBjVMF4dm,ja,,1096,False
One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,en,,1915,False
Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,en,,1750,False
ARIA VEGA,CHÉVERE (joesón_type_beat),5OQCghydcEeA76eGdJ6GEa,es,,2183,False
King Gnu,SPECIALZ,5oQpH1uuZte4axR411rIlN,ja,,943,False
back number,クリスマスソング,5P8ZvBQoCrujjNcLAxO3Su,ja,,637,False
Yeison Jimenez,Qué Día Es Hoy,5PB1ITleNasy7UMYEaBWkL,es,,1121,False
Jay Chou,晴天,5pIcwtJYNJx93l420oR2Vm,zh,,442,False
Kenshi Yonezu,さよーならまたいつか！- Sayonara,5pN2AyWwjzwRoI7gukEVNd,hr,,1341,False
Amazing Show,心悶,5PpuqQ7vLG2e66SUpjUVYg,unknown,,0,False
"De La Rose, Omar Courtz",NUBES,5PPYg2Fa1fCkrRBv6vIeeU,es,,3441,False
Romeo Santos,Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv,es,,1702,False
"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),5q2JbCNi4FcnglgPfxcV65,es,,4279,False
"Peso Pluma, Tito Double P, LENCHO",chiclona,5Q4HTsEGKanxOwL1nYCnhQ,es,,1469,False
TWS,OVERDRIVE,5qAfVxNUxjrELshgTpWxLf,ko,,1458,False
BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,en,,2688,False
Oasis,Wonderwall,5qqabIl2vWzo9ApSC317sa,en,,1443,False
"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,de,,4018,False
Sukima Switch,奏(かなで),5RbMlPFL4gVyEHW2lEOuzG,it,,1073,False
"Blessd, CARABIN3, SVNTI",MUSA REMIX,5ReIuecGjsHabpYSNlKnuR,es,,3062,False
Fujii Kaze,Hana,5RIQU2JDuXC4NkLiHNNMon,ja,,631,False
"Baby Keem, Kendrick Lamar, Momo Boyd",Good Flirts (feat. Kendrick Lamar & Momo Boyd),5sHeIGDbdzw8DeO57XZKIy,pt,,3060,False
Mrs. GREEN APPLE,春愁,5SHguvOUbyPTINNjCvRo8K,ja,,502,False
Joker Xue,演员,5Sib99jpYybZAicUMETb3h,zh,,574,False
aespa,UP - KARINA Solo,5sjnkOfTLCLNfkkchI2re2,unknown,,0,False
Fito y Fitipaldis,Me equivocaría otra vez,5SMdW9cbM4wTMMPI8Ck08a,es,,1437,False
"Pipe Bueno, Jessi Uribe, Yeison Jimenez, Carín León, Alzate, Darío Gómez, Luis Alberto Posada, El Charrito Negro, Jhonny Rivera, Jhon Alex Castaño, Juan Pablo Navarrete",Guaro (Remix),5sMHuOIvtsSuFZafTcF19Q,es,,1614,False
"Romeo Santos, Prince Royce",Dardos,5SudOD9R1Of6CsJVWZy6CQ,es,,2177,False
Eason Chan,淘汰,5sYtvIl1mx9QuIgwC6FDU1,zh,,393,False
Bad Bunny,NUEVAYoL,5TFD2bmFKGhoCRbX61nXY5,es,,2283,False
Khalil Fong,紅豆,5TkQbhQm9BXONk2agDo4w9,zh,,424,False
Cup of Joe,Multo,5tlb0AxuzsMWL2GtEppXGX,tl,,1247,False
"Kanye West, Dwele",Flashing Lights,5TRPicyLGbAF2LGBFbHGvO,es,,2119,False
Piche Kota,Bahagia Lagi,5tZaKZPJtiHh6teQfVEHB5,id,,807,False
Stefanie Sun,雨天,5tZbcQ5PYID0xB0VNblmrK,zh,,475,False
"Blessd, Los Money Makers, Prodmonja",NUEVA YORK,5U3sC7aA5NxoMSeI1kmO2n,es,,2297,False
Fujii Kaze,Garden,5U4PgFWzfzY7VEg9Ck4ziF,en,,855,False
Rayo & Toby,Movimiento de Caderas,5u4XWSNpF4wE6W6i78Uf1B,es,,2545,False
Tate McRae,Sports car,5UJbgR4XF4y1DvbkxEqe8S,unknown,,0,False
Foo Fighters,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,en,,1648,False
Airbag,Por Mil Noches,5vHWh24GAsXJ7tnIu8v7UN,es,,1352,False
Dominic Fike,White Keys,5ViLKrbyL3HD6wsq3AB9eI,en,,1587,False
Malcolm Todd,Roommates,5vPUv0xziXbV4lnWeVNXNq,en,,896,False
Macaroni Empitsu,なんでもないよ、,5W7Y92LB4jWvu9NeEQ0GZl,ja,,546,False
"Bad Bunny, Chuwi",WELTiTA,5WEF0icHWmAZBBMglBd599,en,,2194,False
OFFICIAL HIGE DANDISM,I Love...,5wWLNNwMAehpj83FU4Lz0m,ja,,669,False
Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,en,,1214,False
BABYMONSTER,Really Like You,5xqM1HOndjxfH7NmyD8SVS,ko,,1614,False
SAIKO,COSAS QUE NO TE DIJE,5xSt1wxZobFcLzHrFakv6z,es,,2023,False
aespa,Drama,5XWlyfo0kZ8LF7VSyfS4Ew,ko,,2247,False
Yuuri,世界が終わりました,5XyD56RYaj2XGxfyc34jQD,ja,,532,False
Bruno Mars,Risk It All,5y2ijHECwFYWqcAHKTZgzD,en,,1035,False
SZA,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,en,,1213,False
Tego Calderón,Pa' Que Retozen,5YJ4BVvTFmVCxUyhKejHfR,es,,2327,False
Lord Huron,The Night We Met,5yJaXWIErrrsjQ3J0eR5aK,en,,867,False
"Tame Impala, JENNIE",Dracula - JENNIE Remix,5yvVYFDUpbnjcnRBgjwTzM,en,,2246,False
Grupo Firme,El Beneficio De La Duda,5yXt80BNZGbmHFd0NHZHNn,es,,1572,False
OFFICIAL HIGE DANDISM,Subtitle,5ZkHkXPHrIM8K5twCe78i9,ja,,921,False
Babasonicos,Puesto,5zpZUFF7YyPG90nkR88RYd,es,,1054,False
"ROSALÍA, Rauw Alejandro",BESO,609E1JCInJncactoMmkDon,en,,2066,False
Linkin Park,In the End,60a0Rd6pjrkxjPbaKzXjfq,en,,1879,False
Las Pelotas,Será,60IzIxSuVAtU71yCmHjxHH,es,,641,False
"Héctor ""El Father"", Wisin & Yandel",El Teléfono,614NVFo5csQqRnryl4jXs2,es,,2558,False
"Piso 21, Marc Anthony, Beéle",Volver,61C7zXd4t2Zuhz6DRwgsLM,es,,2406,False
Babasonicos,Como Eran Las Cosas,61qPUnazSdkvua4wgA4L8C,es,,1213,False
Omar Courtz,UNA NOTi,61tC2eD62xjmkEX9FGEad7,es,,2190,False
Mrs. GREEN APPLE,GOOD DAY,61UOoqGI1B9qdeD5Dzupyb,ja,,1239,False
Chappell Roan,Pink Pony Club,6393yGahSJ9slVdOwSxOVR,en,,2067,False
icyball 冰球樂團,能不能和我留在台北（陪我幾天）,63N9fNPJ5kkbvtntCwgIbm,unknown,,0,False
"JC Reyes, Pirlo",REMEDIO,63zeT81t627KKfZsC920QN,es,,2224,False
Amazing Show,擋一根,6439IQyiZV5I7aOo8UREgm,unknown,,0,False
Idgitaf,Sedia Aku Sebelum Hujan,64qfw9JZl3RYCrq4Mn0WvT,id,,1454,False
Ella Langley,Choosin' Texas,65DbTqJKhbwqYbZ1Okr0rc,en,,1642,False
Soda Stereo,Trátame Suavemente - Remasterizado 2007,65DBZofI0b79kfHTcWWDuU,unknown,,0,False
Frankie Ruiz,Desnúdate Mujer,65nL3OLuHHfEYxKkHMQ1fL,es,,1879,False
King Gnu,AIZO,65X2koe1LhDgQmRkNdJFv9,ja,,1049,False
"Quevedo, Pitbull",MR. MOONDIAL,67LKV40NfSSGIJnm0xz6fi,es,,2212,False
Ciro y los Persas,Me Gusta,67Q93kXygxCskeQiIP0V0j,es,,972,False
Yeison Jimenez,Ni Tengo Ni Necesito,6829KtrgNt2ZwrsE19nTEd,es,,1510,False
J. Cole,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,en,,4130,False
"Bad Gyal, Chencho Corleone",Choque,68KElV3TDyDy2zHPCWjUyt,es,,2512,False
"Sebastian Yatra, Manuel Turizo, Beéle",Vagabundo,68nZjz3bLH1MM0cURT1YVH,es,,2648,False
Stefanie Sun,開始懂了,68tZwwRuo9ip5gRQFG1XWF,zh,,406,False
Don Omar,Dile,69Ej1xrGjOcHvIMtMKxK0G,es,,2136,False
831,想見你想見你想見你 - 電視劇《想見你》片尾曲,69zgyr5HVKdInjeKpq1qHa,unknown,,0,False
"Ya Ice Dilan, Rey Tony, Helabusador, JipMusic Global, Dj Honda",Dichavate,6Ab2trdJulkRRhaJ9zVGQa,unknown,,0,False
Kendrick Lamar,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,en,,4701,False
KATSEYE,Touch,6aJn7Cst74cj4lNIiPRgav,en,,1931,False
Vaundy,Fukakoryoku,6AncLCxf4U7ivJEaqih9zA,ja,,890,False
Patricio Rey y sus Redonditos de Ricota,La Bestia Pop,6BHlafXY1L2eetDCwict05,es,,760,False
Extremoduro,Stand By,6BxCmy6vGbuOckxg6YfQOW,es,,1029,False
"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,6C1RD7YQVvt3YQj0CmuTeu,es,,3247,False
"Estelares, Jorge Serrano",Ella Dijo,6cFf4Jfy7ThUwGzbqFcZsx,es,,1408,False
Frankie Ruiz,Tú Con Él,6cHHrFD3fmBG9MR3k8kvep,es,,1404,False
Yeison Jimenez,Vete,6cZcn282SIMmuO8FHN8634,es,,1050,False
Babasonicos,Irresponsables,6d4d6cwiAf59mKxoRmXQoK,es,,798,False
Don Toliver,Gemstone,6d9Cs2D2RSIl9c0ulgnFe8,en,,1947,False
TV Girl,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,en,,1536,False
Daniel Caesar,Who Knows,6DH13QYXK7lKkYHSU88N48,en,,1294,False
Billie Eilish,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,en,,1482,False
Los Huayra,La Noche Sin Tí,6dT5W7zuEcUZHnZuVlSIJ5,es,,1209,False
Maluma,Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN,es,,2654,False
Omar Courtz,SUSU,6dWJciH0aK0TWiDvVmMUX6,es,,1964,False
Angela Torres,FAVORITA,6EhX9FjpQZ5CohoGeqUM2u,es,,1506,False
Fuerza Regida,TU SANCHO,6eLQXa6uk2EW8drsiKbABZ,es,,1195,False
Bruno Mars,I Just Might,6f68Ac5tt5BQOpwr0BV9oN,en,,2351,False
sakanaction,Kaiju,6FhWelfRDMFZRtFUU6SIdC,ja,,606,False
Juice Boy,一萬公里外的你,6FIhcAp2lj45eFlUkTriAr,unknown,,0,False
=LOVE,劇薬中毒,6FomeOYunnOCSG2eqkaHn0,ja,,20488,False
芒果醬 Mango Jump,我喜歡你,6FpUCVpLvO0QXwsovSfWEa,unknown,,0,False
Ed Sheeran,Photograph,6fxVffaTuwjgEk5h9QyRjy,en,,1689,False
Macaroni Empitsu,ミスター・ブルースカイ,6glcoO077gTGhgdVI9X5wA,unknown,,0,False
马师傅,善后,6gYS6CQc7UMnj0Ubq3C0QT,unknown,,0,False
"Firdhaus, DIOR 大穎",在加納共和國離婚,6GyUt7yJ0sOktc5HjvVnFh,zh,,409,False
Kenshi Yonezu,感電,6H0PLsSYMzDOqhLgyOlzIj,en,,1864,False
"La Pantera, Lucho RK, Pana YMB",PINKY PROMISE 2,6hFzA2zbArwtGpmTQEsxnn,es,,2842,False
Katy Perry,The One That Got Away,6hkOqJ5mE093AQf2lbZnsG,en,,1577,False
back number,どうしてもどうしても,6hlYmR30RGaHIz4UlVOG2U,ja,,522,False
HANA,Blue Jeans,6hnk0Fesq9JOhWpck8HJsj,ja,,988,False
Aitana,SUPERESTRELLA,6hpuesKPNa3WhV48O7Fa47,es,,1386,False
Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,en,,1056,False
Romeo Santos,Eres Mía,6I86RF3odBlcuZA9Vfjzeq,es,,1685,False
Los Auténticos Decadentes,Un Osito de Peluche de Taiwán,6iCnJkKswtMYoSmT58HmEn,es,,1937,False
Danny Ocean,Me Rehúso,6ifUES3keWjwXgae8pXI3o,es,,2148,False
SG,"Us, again",6II2hXGYMd9cTZWshcPUf8,en,,1354,False
"Max Carra, Lira",VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo,6il9B9hrZPNpXei57XM1Sv,unknown,,0,False
King & Prince,Theater,6iltt0n1DkQ0AtCcwxXNZJ,ja,,1018,False
"W Sound, Beéle, Ovy On The Drums",La Plena - W Sound 05,6iOndD4OFo7GkaDypWQIou,en,,1890,False
Viva Suecia,El Bien,6IuZFiKCeyQINqL0Id3xF2,es,,980,False
"Grupo Firme, Gerardo Coronel",Qué Onda Perdida,6IV5Y1eWaQZ1jV5apkUMS4,es,,1346,False
Bad Bunny,EoO,6J5kc12BW5HuP3d7C3vvx8,es,,2531,False
Yeison Jimenez,Te Voy a Olvidar,6jbDhMUR3Hc3yVPT2tEVxY,es,,1427,False
"Kidd Voodoo, JC Reyes",Me Mareo,6jBoUckd6VEImt6pg8RpDr,es,,2250,False
Jeff Buckley,"Lover, You Should've Come Over",6Jv7kjGkhY2fT4yuBF3aTz,en,,1774,False
Hearts2Hearts,FOCUS,6jYiHr12NVKLzn0X7K8aSK,ko,,1519,False
Tame Impala,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,en,,1233,False
Yorushika,晴る,6kFIakexzgsZwsfWDmb36o,sw,,1038,False
Aimyon,Let the Night,6kKvmT4i0Dercz6f3kftg3,ja,,673,False
"Tiago PZK, Ke Personajes",Piel,6kPCcIAGoTeRrh8qrmKa90,es,,1380,False
Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,6kUopck7LHVadAjAFcXiTj,es,,838,False
Aitana,6 DE FEBRERO,6l18mUHOGVZRr5wTyITX0M,es,,1230,False
HANA,ALL IN,6lOUOvcscCHUofusbjbYV2,zh,,1095,False
Drake,Headlines,6LxSe8YmdPxy095Ux6znaQ,en,,2657,False
EggPlantEgg,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),6m2I6ZyWRkxjBrrLVQILfl,unknown,,0,False
HANA,BAD LOVE,6M4fRouHq1Zxtl05ifoeAL,ja,,1937,False
Kenshi Yonezu,春雷,6megNXGjmim4OitjZnIn9v,zh,,2081,False
Joker Xue,其实,6Mmdzst5fLkrKjhdkGhLpe,zh,,350,False
No Te Va Gustar,Ese Maldito Momento,6MuJUSYCqA4FpMogUHzb2R,es,,784,False
"El Bogueto, Yung Beef",Cuando No Era Cantante,6N2iccqxRInhTLHc2Fu3W0,es,,2591,False
"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),6NSMQFKgjpQb0KkjMDYIK0,es,,5467,False
"Tony Dize, Yandel",Permítame,6OaGIYcVzx5c7aEKkuYS1M,es,,1934,False
A-Mei Chang,人質,6OAUhxFZzaRHHC8XiuIkvb,unknown,,0,False
Red Hot Chili Peppers,Can't Stop,6ojiTSzyv2qPMWqyhUKAqz,en,,2982,False
Omar Courtz,L a k e n o s h i,6OoYmAP9oZtBiSomWpDTWP,es,,3254,False
CORTIS,GO!,6OWWZtNQORY1McaZmOrwhc,ko,,1524,False
DesaKTa2,La Diabla,6PaIQ2qR59qiqXgjeTFwJA,es,,2324,False
"Callejero Fino, Lea in the Mix",NO LES DA,6pryujEohwqSNKGTW33SKE,es,,1168,False
"Intoxicados, Andrés Calamaro",Fuego,6q41qt2R9K8BXEzmzImEGO,es,,1657,False
"Blessd, GeezyDee",DIOMEDEZ,6qDTm2QbRSLlSmaUSJE6bF,es,,3359,False
